path,name,family,role,sizeX,sizeY,sizeZ,minX,minY,minZ,maxX,maxY,maxZ,renderers,triangles,materials,skinned
"Assets/Synty/PolygonSciFiCity/Prefabs/Signs/SM_Sign_Ad_22.prefab","SM_Sign_Ad_22",Sign,Other,0.96,0.62,0.03,-0.48,-0.31,-0.01,0.48,0.31,0.01,1,10,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Signs/SM_Sign_Ad_23.prefab","SM_Sign_Ad_23",Sign,Other,0.20,0.48,0.02,-0.10,-0.24,-0.01,0.10,0.24,0.01,1,12,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Signs/SM_Sign_Ad_24.prefab","SM_Sign_Ad_24",Sign,Other,0.20,0.48,0.02,-0.10,-0.24,-0.01,0.10,0.24,0.01,1,12,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Signs/SM_Sign_Ad_25.prefab","SM_Sign_Ad_25",Sign,Other,0.20,0.48,0.02,-0.10,-0.24,-0.01,0.10,0.24,0.01,1,12,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Signs/SM_Sign_Ad_26.prefab","SM_Sign_Ad_26",Sign,Other,0.20,0.76,0.02,-0.10,-0.38,-0.01,0.10,0.38,0.01,1,12,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Signs/SM_Sign_Ad_27.prefab","SM_Sign_Ad_27",Sign,Other,1.47,0.20,0.02,-0.74,-0.10,-0.01,0.74,0.10,0.01,1,12,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Signs/SM_Sign_Ad_28.prefab","SM_Sign_Ad_28",Sign,Other,2.07,0.41,0.03,-1.03,-0.20,-0.01,1.03,0.20,0.01,1,12,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Signs/SM_Sign_Ad_29.prefab","SM_Sign_Ad_29",Sign,Other,0.20,0.76,0.04,-0.10,-0.38,-0.02,0.10,0.38,0.02,1,12,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Signs/SM_Sign_Ad_30.prefab","SM_Sign_Ad_30",Sign,Other,0.20,0.76,0.04,-0.10,-0.38,-0.02,0.10,0.38,0.02,1,12,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Signs/SM_Sign_Ad_31.prefab","SM_Sign_Ad_31",Sign,Other,0.20,0.76,0.04,-0.10,-0.38,-0.02,0.10,0.38,0.02,1,12,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Signs/SM_Sign_Ad_32.prefab","SM_Sign_Ad_32",Sign,Other,0.98,0.62,0.03,-0.49,-0.31,-0.01,0.49,0.31,0.01,1,12,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Signs/SM_Sign_Billboard_Attachmentl_01.prefab","SM_Sign_Billboard_Attachmentl_01",Sign,Other,0.31,0.10,0.09,-0.16,-0.05,-0.05,0.16,0.05,0.05,1,24,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Signs/SM_Sign_Billboard_Border_01.prefab","SM_Sign_Billboard_Border_01",Sign,Other,1.25,0.75,0.10,-0.63,-0.38,-0.05,0.63,0.38,0.05,1,296,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Signs/SM_Sign_Billboard_Border_02.prefab","SM_Sign_Billboard_Border_02",Sign,Other,1.30,0.90,0.16,-0.65,-0.45,-0.08,0.65,0.45,0.08,1,272,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Signs/SM_Sign_Billboard_Border_03.prefab","SM_Sign_Billboard_Border_03",Sign,Other,1.12,0.82,0.15,-0.56,-0.41,-0.08,0.56,0.41,0.08,1,296,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Signs/SM_Sign_Billboard_Border_04.prefab","SM_Sign_Billboard_Border_04",Sign,Other,1.08,0.67,0.12,-0.54,-0.34,-0.06,0.54,0.34,0.06,1,232,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Signs/SM_Sign_Billboard_Border_Tall_01.prefab","SM_Sign_Billboard_Border_Tall_01",Sign,Other,0.90,2.08,0.10,-0.45,-1.04,-0.05,0.45,1.04,0.05,1,256,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Signs/SM_Sign_Billboard_Border_Tall_02.prefab","SM_Sign_Billboard_Border_Tall_02",Sign,Other,0.96,2.21,0.16,-0.48,-1.11,-0.08,0.48,1.11,0.08,1,272,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Signs/SM_Sign_Billboard_Border_Tall_03.prefab","SM_Sign_Billboard_Border_Tall_03",Sign,Other,0.82,2.12,0.15,-0.41,-1.06,-0.08,0.41,1.06,0.08,1,296,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Signs/SM_Sign_Billboard_Border_Tall_04.prefab","SM_Sign_Billboard_Border_Tall_04",Sign,Other,0.73,2.07,0.12,-0.37,-1.04,-0.06,0.37,1.04,0.06,1,304,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Signs/SM_Sign_Billboard_Large_01.prefab","SM_Sign_Billboard_Large_01",Sign,Other,3.28,4.85,0.07,-1.64,-2.43,-0.04,1.64,2.43,0.04,1,196,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Signs/SM_Sign_Billboard_Large_02.prefab","SM_Sign_Billboard_Large_02",Sign,Other,3.28,4.85,0.07,-1.64,-2.43,-0.04,1.64,2.43,0.04,1,196,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Signs/SM_Sign_Billboard_Large_03.prefab","SM_Sign_Billboard_Large_03",Sign,Other,3.28,4.85,0.07,-1.64,-2.43,-0.04,1.64,2.43,0.04,1,196,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Signs/SM_Sign_Billboard_Large_04.prefab","SM_Sign_Billboard_Large_04",Sign,Other,4.85,3.28,0.07,-2.43,-1.64,-0.04,2.43,1.64,0.04,1,196,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Signs/SM_Sign_Neon_01.prefab","SM_Sign_Neon_01",Sign,Other,0.84,0.43,0.03,-0.42,-0.22,0.00,0.42,0.22,0.03,1,376,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Signs/SM_Sign_Neon_02.prefab","SM_Sign_Neon_02",Sign,Other,1.23,1.23,0.03,-0.62,-0.52,0.00,0.62,0.71,0.03,1,440,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Signs/SM_Sign_Neon_03.prefab","SM_Sign_Neon_03",Sign,Other,1.40,1.23,0.03,-0.81,-0.54,0.00,0.59,0.69,0.03,1,372,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Signs/SM_Sign_Neon_04.prefab","SM_Sign_Neon_04",Sign,Other,0.84,1.32,0.03,-0.42,-0.66,0.00,0.42,0.66,0.03,1,492,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Signs/SM_Sign_Neon_05.prefab","SM_Sign_Neon_05",Sign,Other,0.93,1.62,0.03,-0.47,-0.81,0.00,0.47,0.81,0.03,1,592,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Signs/SM_Sign_Neon_06.prefab","SM_Sign_Neon_06",Sign,Other,1.12,1.26,0.03,-0.56,-0.63,0.00,0.56,0.63,0.03,1,356,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Signs/SM_Sign_Neon_07.prefab","SM_Sign_Neon_07",Sign,Other,1.44,2.11,0.03,-0.74,-1.06,0.00,0.70,1.06,0.03,1,372,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Signs/SM_Sign_Neon_08.prefab","SM_Sign_Neon_08",Sign,Other,2.63,2.22,0.03,-1.89,-0.99,0.00,0.74,1.24,0.03,1,984,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Signs/SM_Sign_Neon_09.prefab","SM_Sign_Neon_09",Sign,Other,7.50,4.39,0.03,-3.75,-2.19,0.00,3.75,2.19,0.03,1,5636,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Signs/SM_Sign_Neon_Bulb_01.prefab","SM_Sign_Neon_Bulb_01",Sign,Other,0.07,0.07,0.00,-0.03,-0.03,0.00,0.03,0.03,0.00,1,8,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Signs/SM_Sign_Neon_Bulb_02.prefab","SM_Sign_Neon_Bulb_02",Sign,Other,0.07,0.07,0.00,-0.03,-0.03,0.00,0.03,0.03,0.00,1,8,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Signs/SM_Sign_Neon_Bulb_03.prefab","SM_Sign_Neon_Bulb_03",Sign,Other,0.07,0.07,0.00,-0.03,-0.03,0.00,0.03,0.03,0.00,1,8,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Signs/SM_Sign_Neon_Bulb_04.prefab","SM_Sign_Neon_Bulb_04",Sign,Other,0.07,0.07,0.00,-0.03,-0.03,0.00,0.03,0.03,0.00,1,8,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Signs/SM_Sign_Neon_Bulb_05.prefab","SM_Sign_Neon_Bulb_05",Sign,Other,0.07,0.07,0.00,-0.03,-0.03,0.00,0.03,0.03,0.00,1,8,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Signs/SM_Sign_Neon_Bulb_06.prefab","SM_Sign_Neon_Bulb_06",Sign,Other,0.07,0.07,0.00,-0.03,-0.03,0.00,0.03,0.03,0.00,1,8,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Signs/SM_Sign_Neon_Bulb_07.prefab","SM_Sign_Neon_Bulb_07",Sign,Other,0.07,0.07,0.00,-0.03,-0.03,0.00,0.03,0.03,0.00,1,8,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Signs/SM_Sign_Neon_Flat_01.prefab","SM_Sign_Neon_Flat_01",Sign,Other,0.84,0.43,0.00,-0.42,-0.22,0.00,0.42,0.22,0.00,1,84,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Signs/SM_Sign_Neon_Flat_02.prefab","SM_Sign_Neon_Flat_02",Sign,Other,1.23,1.23,0.00,-0.62,-0.52,0.00,0.62,0.71,0.00,1,102,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Signs/SM_Sign_Neon_Flat_03.prefab","SM_Sign_Neon_Flat_03",Sign,Other,1.40,1.23,0.00,-0.81,-0.54,0.00,0.59,0.69,0.00,1,92,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Signs/SM_Sign_Neon_Flat_04.prefab","SM_Sign_Neon_Flat_04",Sign,Other,0.84,1.32,0.00,-0.42,-0.66,0.00,0.42,0.66,0.00,1,118,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Signs/SM_Sign_Neon_Flat_05.prefab","SM_Sign_Neon_Flat_05",Sign,Other,0.93,1.62,0.00,-0.47,-0.81,0.00,0.47,0.81,0.00,1,142,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Signs/SM_Sign_Neon_Flat_06.prefab","SM_Sign_Neon_Flat_06",Sign,Other,1.12,1.26,0.00,-0.56,-0.63,0.00,0.56,0.63,0.00,1,88,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Signs/SM_Sign_Neon_Flat_07.prefab","SM_Sign_Neon_Flat_07",Sign,Other,1.44,2.11,0.00,-0.74,-1.06,0.00,0.70,1.06,0.00,1,88,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Signs/SM_Sign_Neon_Flat_08.prefab","SM_Sign_Neon_Flat_08",Sign,Other,2.63,2.22,0.00,-1.89,-0.99,0.00,0.74,1.24,0.00,1,226,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Signs/SM_Sign_Neon_Flat_09.prefab","SM_Sign_Neon_Flat_09",Sign,Other,7.50,4.39,0.00,-3.75,-2.19,0.00,3.75,2.19,0.00,1,1368,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Vehicles/SM_Veh_Armored_Truck_01.prefab","SM_Veh_Armored_Truck_01",Veh,Other,2.88,2.66,7.05,-1.44,0.00,-3.53,1.44,2.66,3.53,9,6193,2,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Vehicles/SM_Veh_Armored_Truck_01_Hover.prefab","SM_Veh_Armored_Truck_01_Hover",Veh,Other,3.27,2.47,7.05,-1.63,0.19,-3.53,1.63,2.66,3.53,9,6753,2,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Vehicles/SM_Veh_Armored_Truck_02.prefab","SM_Veh_Armored_Truck_02",Veh,Other,2.88,2.66,7.05,-1.44,0.00,-3.53,1.44,2.66,3.53,9,6203,2,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Vehicles/SM_Veh_Armored_Truck_02_Hover.prefab","SM_Veh_Armored_Truck_02_Hover",Veh,Other,3.27,2.47,7.05,-1.63,0.19,-3.53,1.63,2.66,3.53,9,6763,2,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Vehicles/SM_Veh_Armored_Truck_Cannon_01.prefab","SM_Veh_Armored_Truck_Cannon_01",Veh,Other,1.14,0.88,2.27,-0.63,0.00,-0.64,0.51,0.88,1.63,2,460,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Vehicles/SM_Veh_Armored_Truck_Lights_01.prefab","SM_Veh_Armored_Truck_Lights_01",Veh,Other,1.43,0.55,0.32,-0.72,0.00,-0.07,0.72,0.55,0.26,1,750,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Vehicles/SM_Veh_Classic_01.prefab","SM_Veh_Classic_01",Veh,Other,2.49,1.80,5.97,-1.24,0.00,-2.98,1.24,1.80,2.98,10,6328,2,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Vehicles/SM_Veh_Classic_01_Hover.prefab","SM_Veh_Classic_01_Hover",Veh,Other,2.83,1.85,5.97,-1.42,-0.04,-2.98,1.42,1.80,2.98,11,7014,2,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Vehicles/SM_Veh_Future_01.prefab","SM_Veh_Future_01",Veh,Other,2.74,1.59,5.24,-1.37,-0.02,-2.70,1.37,1.57,2.54,3,3780,2,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Vehicles/SM_Veh_Future_Cop_01.prefab","SM_Veh_Future_Cop_01",Veh,Other,2.74,2.25,5.24,-1.37,-0.02,-2.70,1.37,2.22,2.54,3,4162,2,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Vehicles/SM_Veh_Future_Taxi_01.prefab","SM_Veh_Future_Taxi_01",Veh,Other,2.74,1.79,5.24,-1.37,-0.02,-2.70,1.37,1.76,2.54,3,3816,2,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Vehicles/SM_Veh_Garbage_01.prefab","SM_Veh_Garbage_01",Veh,Other,2.91,2.85,6.23,-1.46,0.00,-3.11,1.46,2.85,3.11,9,6240,2,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Vehicles/SM_Veh_Garbage_01_Hover.prefab","SM_Veh_Garbage_01_Hover",Veh,Other,3.37,2.98,6.23,-1.69,-0.12,-3.11,1.69,2.85,3.11,9,5680,2,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Vehicles/SM_Veh_Hover_Bike_01.prefab","SM_Veh_Hover_Bike_01",Veh,Other,1.02,1.29,2.28,-0.50,0.00,-1.08,0.52,1.29,1.20,3,2728,2,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Vehicles/SM_Veh_Hoverboard_01.prefab","SM_Veh_Hoverboard_01",Veh,Other,0.35,0.20,1.63,-0.18,-0.13,-0.83,0.18,0.07,0.79,1,662,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Vehicles/SM_Veh_Hoverboard_02.prefab","SM_Veh_Hoverboard_02",Veh,Other,0.79,0.19,0.79,-0.40,-0.16,-0.40,0.40,0.03,0.40,1,412,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Vehicles/SM_Veh_Retro_01.prefab","SM_Veh_Retro_01",Veh,Other,2.64,1.65,5.67,-1.32,0.00,-2.84,1.32,1.65,2.84,11,5594,2,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Vehicles/SM_Veh_Retro_01_Hover.prefab","SM_Veh_Retro_01_Hover",Veh,Other,4.13,2.20,5.70,-2.06,-0.18,-2.86,2.06,2.01,2.84,12,6982,2,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Vehicles/SM_Veh_Sweepo_01.prefab","SM_Veh_Sweepo_01",Veh,Other,2.15,2.36,3.85,-1.09,-0.01,-1.84,1.06,2.35,2.01,9,4544,2,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Weapons/SM_Wep_Ammo_Battery_01.prefab","SM_Wep_Ammo_Battery_01",Wep,Other,0.02,0.08,0.04,-0.01,-0.04,-0.02,0.01,0.04,0.02,1,192,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Weapons/SM_Wep_Ammo_Pistol_01.prefab","SM_Wep_Ammo_Pistol_01",Wep,Other,0.02,0.04,0.02,-0.01,-0.02,-0.01,0.01,0.02,0.01,1,156,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Weapons/SM_Wep_Ammo_Rifle_01.prefab","SM_Wep_Ammo_Rifle_01",Wep,Other,0.02,0.07,0.02,-0.01,-0.04,-0.01,0.01,0.04,0.01,1,180,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Weapons/SM_Wep_Ammo_Shotgun_01.prefab","SM_Wep_Ammo_Shotgun_01",Wep,Other,0.03,0.07,0.03,-0.01,-0.04,-0.01,0.01,0.04,0.01,1,368,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Weapons/SM_Wep_Attachment_Bipod_01.prefab","SM_Wep_Attachment_Bipod_01",Wep,Other,0.19,0.05,0.31,-0.09,-0.03,-0.02,0.09,0.03,0.29,2,264,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Weapons/SM_Wep_Attachment_Foregrip_01.prefab","SM_Wep_Attachment_Foregrip_01",Wep,Other,0.05,0.15,0.30,-0.03,-0.15,-0.15,0.03,0.00,0.15,1,232,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Weapons/SM_Wep_Attachment_Foregrip_02.prefab","SM_Wep_Attachment_Foregrip_02",Wep,Other,0.04,0.16,0.08,-0.02,-0.08,-0.04,0.02,0.08,0.03,1,156,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Weapons/SM_Wep_Attachment_Handle_01.prefab","SM_Wep_Attachment_Handle_01",Wep,Other,0.05,0.10,0.30,-0.02,0.00,-0.15,0.02,0.10,0.15,1,128,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Weapons/SM_Wep_Attachment_Handle_Scope_01.prefab","SM_Wep_Attachment_Handle_Scope_01",Wep,Other,0.05,0.10,0.30,-0.02,0.00,-0.15,0.02,0.10,0.15,1,428,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Weapons/SM_Wep_Attachment_Handle_Scope_02.prefab","SM_Wep_Attachment_Handle_Scope_02",Wep,Other,0.05,0.10,0.22,-0.02,0.00,-0.11,0.02,0.10,0.11,1,428,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Weapons/SM_Wep_Attachment_Handle_Scope_03.prefab","SM_Wep_Attachment_Handle_Scope_03",Wep,Other,0.05,0.10,0.46,-0.02,0.00,-0.23,0.02,0.10,0.23,1,428,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Weapons/SM_Wep_Attachment_Ironsight_01.prefab","SM_Wep_Attachment_Ironsight_01",Wep,Other,0.04,0.05,0.05,-0.02,0.00,-0.03,0.02,0.05,0.03,1,172,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Weapons/SM_Wep_Attachment_Ironsight_02.prefab","SM_Wep_Attachment_Ironsight_02",Wep,Other,0.04,0.05,0.05,-0.02,0.00,-0.03,0.02,0.05,0.03,1,220,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Weapons/SM_Wep_Attachment_Ironsight_03.prefab","SM_Wep_Attachment_Ironsight_03",Wep,Other,0.02,0.05,0.13,-0.01,-0.01,-0.07,0.01,0.03,0.06,1,108,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Weapons/SM_Wep_Attachment_Laser_01.prefab","SM_Wep_Attachment_Laser_01",Wep,Other,0.04,0.08,0.10,-0.02,-0.08,-0.04,0.02,0.00,0.06,1,332,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Weapons/SM_Wep_Attachment_Rack_01.prefab","SM_Wep_Attachment_Rack_01",Wep,Other,0.02,0.01,0.08,-0.01,0.00,-0.04,0.01,0.01,0.04,1,72,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Weapons/SM_Wep_Attachment_Rack_02.prefab","SM_Wep_Attachment_Rack_02",Wep,Other,0.02,0.01,0.13,-0.01,0.00,-0.07,0.01,0.01,0.07,1,112,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Weapons/SM_Wep_Attachment_Rack_03.prefab","SM_Wep_Attachment_Rack_03",Wep,Other,0.02,0.01,0.22,-0.01,0.00,-0.11,0.01,0.01,0.11,1,192,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Weapons/SM_Wep_Attachment_Rack_04.prefab","SM_Wep_Attachment_Rack_04",Wep,Other,0.02,0.01,0.29,-0.01,0.00,-0.15,0.01,0.01,0.15,1,252,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Weapons/SM_Wep_Attachment_Redot_01.prefab","SM_Wep_Attachment_Redot_01",Wep,Other,0.07,0.08,0.14,-0.03,0.00,-0.08,0.03,0.08,0.07,1,182,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Weapons/SM_Wep_Attachment_Redot_02.prefab","SM_Wep_Attachment_Redot_02",Wep,Other,0.05,0.08,0.13,-0.03,0.00,-0.05,0.03,0.08,0.07,1,176,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Weapons/SM_Wep_Attachment_Redot_03.prefab","SM_Wep_Attachment_Redot_03",Wep,Other,0.06,0.09,0.03,-0.03,-0.01,-0.01,0.03,0.08,0.01,1,172,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Weapons/SM_Wep_Attachment_Scope_01.prefab","SM_Wep_Attachment_Scope_01",Wep,Other,0.09,0.11,0.20,-0.05,0.00,-0.10,0.04,0.11,0.10,1,462,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Weapons/SM_Wep_Attachment_Scope_02.prefab","SM_Wep_Attachment_Scope_02",Wep,Other,0.09,0.10,0.35,-0.05,0.00,-0.14,0.05,0.10,0.21,1,550,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Weapons/SM_Wep_Attachment_Silencer_01.prefab","SM_Wep_Attachment_Silencer_01",Wep,Other,0.05,0.06,0.23,-0.02,-0.04,0.00,0.02,0.02,0.23,1,362,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Weapons/SM_Wep_Attachment_Silencer_02.prefab","SM_Wep_Attachment_Silencer_02",Wep,Other,0.05,0.05,0.23,-0.03,-0.03,0.00,0.03,0.03,0.23,1,144,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Weapons/SM_Wep_Crosshair_01.prefab","SM_Wep_Crosshair_01",Wep,Other,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1,24,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Weapons/SM_Wep_Crosshair_02.prefab","SM_Wep_Crosshair_02",Wep,Other,0.01,0.01,0.00,-0.01,-0.01,0.00,0.01,0.01,0.00,1,48,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Weapons/SM_Wep_Crosshair_03.prefab","SM_Wep_Crosshair_03",Wep,Other,0.01,0.01,0.00,-0.01,0.00,0.00,0.01,0.00,0.00,1,20,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Weapons/SM_Wep_Crosshair_04.prefab","SM_Wep_Crosshair_04",Wep,Other,0.01,0.01,0.00,-0.01,-0.01,0.00,0.01,0.01,0.00,1,72,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Weapons/SM_Wep_Crosshair_05.prefab","SM_Wep_Crosshair_05",Wep,Other,0.01,0.01,0.00,-0.01,-0.01,0.00,0.01,0.01,0.00,1,72,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Weapons/SM_Wep_Crosshair_Sniper_01.prefab","SM_Wep_Crosshair_Sniper_01",Wep,Other,0.05,0.05,0.00,-0.03,-0.03,0.00,0.03,0.03,0.00,1,152,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Weapons/SM_Wep_DrumMag_01.prefab","SM_Wep_DrumMag_01",Wep,Other,0.16,0.20,0.13,-0.08,-0.16,-0.06,0.08,0.04,0.06,1,300,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Weapons/SM_Wep_Grenade_Ball_01.prefab","SM_Wep_Grenade_Ball_01",Wep,Other,0.11,0.11,0.11,-0.06,-0.05,-0.06,0.06,0.05,0.06,1,448,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Weapons/SM_Wep_Grenade_HE_01.prefab","SM_Wep_Grenade_HE_01",Wep,Other,0.10,0.20,0.11,-0.05,-0.09,-0.06,0.05,0.11,0.05,3,464,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Weapons/SM_Wep_Grenade_Stun_01.prefab","SM_Wep_Grenade_Stun_01",Wep,Other,0.05,0.15,0.07,-0.02,-0.07,-0.04,0.02,0.08,0.03,2,318,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Weapons/SM_Wep_Knife_01.prefab","SM_Wep_Knife_01",Wep,Other,0.03,0.48,0.08,-0.02,-0.08,-0.03,0.02,0.40,0.05,1,324,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Weapons/SM_Wep_MachinePistol_Gen1_01.prefab","SM_Wep_MachinePistol_Gen1_01",Wep,Other,0.10,0.27,0.40,-0.05,-0.10,-0.11,0.05,0.17,0.29,5,1244,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Weapons/SM_Wep_MachinePistol_Gen2_01.prefab","SM_Wep_MachinePistol_Gen2_01",Wep,Other,0.10,0.35,0.75,-0.05,-0.17,-0.43,0.05,0.18,0.31,5,1534,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Weapons/SM_Wep_Mag_01.prefab","SM_Wep_Mag_01",Wep,Other,0.04,0.20,0.12,-0.02,-0.19,-0.05,0.02,0.01,0.07,1,220,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Weapons/SM_Wep_Mag_Plasma_01.prefab","SM_Wep_Mag_Plasma_01",Wep,Other,0.05,0.10,0.12,-0.02,-0.05,-0.06,0.02,0.05,0.06,1,124,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Weapons/SM_Wep_Mag_Plasma_02.prefab","SM_Wep_Mag_Plasma_02",Wep,Other,0.05,0.13,0.12,-0.02,-0.06,-0.06,0.02,0.06,0.06,1,204,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Weapons/SM_Wep_Mag_Plasma_03.prefab","SM_Wep_Mag_Plasma_03",Wep,Other,0.13,0.13,0.12,-0.06,-0.07,-0.06,0.06,0.07,0.06,1,144,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Weapons/SM_Wep_Mag_Round_01.prefab","SM_Wep_Mag_Round_01",Wep,Other,0.07,0.15,0.07,-0.04,-0.15,-0.04,0.04,0.00,0.04,1,208,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Weapons/SM_Wep_Mag_Round_02.prefab","SM_Wep_Mag_Round_02",Wep,Other,0.09,0.18,0.09,-0.04,-0.18,-0.04,0.04,0.00,0.04,1,112,1,0
"Assets/Synty/PolygonSciFiCity/Prefabs/Weapons/SM_Wep_Pistol_01.prefab","SM_Wep_Pistol_01",Wep,Other,0.06,0.28,0.38,-0.03,-0.11,-0.08,0.03,0.17,0.30,3,1060,1,0
